path,old_path,status,category,subclass,v29_fate,loc_added,loc_deleted,port_unit
.coderabbit.yaml,,A,A,unmarked-addition,gone,335,0,.coderabbit.yaml
.dockerignore,,M,B,wiring,present,10,1,.dockerignore
.githooks/pre-push,,M,B,feature,present,236,4,.githooks
.github/ISSUE_TEMPLATE/bug_report.md,,D,C,deleted-upstream-file,present,0,39,ci
.github/ISSUE_TEMPLATE/bug_report.yml,,A,A,unmarked-addition,gone,88,0,ci
.github/ISSUE_TEMPLATE/config.yml,,A,A,unmarked-addition,gone,11,0,ci
.github/ISSUE_TEMPLATE/feature_request.md,,D,C,deleted-upstream-file,present,0,21,ci
.github/ISSUE_TEMPLATE/l1_btc_reorg_sync_bug.yml,,A,A,unmarked-addition,gone,273,0,ci
.github/ISSUE_TEMPLATE/operator_evidence_report.yml,,A,A,unmarked-addition,gone,290,0,ci
.github/lint/via-structural/README.md,,A,A,via-crate,,41,0,via-structural
.github/lint/via-structural/ast-grep/README.md,,A,A,via-crate,,231,0,via-structural
.github/lint/via-structural/ast-grep/baseline.txt,,A,A,via-crate,,13,0,via-structural
.github/lint/via-structural/ast-grep/fixtures/reorg/empty_l1_blocks_bad.rs,,A,A,via-crate,,32,0,via-structural
.github/lint/via-structural/ast-grep/fixtures/reorg/empty_l1_blocks_good.rs,,A,A,via-crate,,44,0,via-structural
.github/lint/via-structural/ast-grep/fixtures/reorg/zip_bad.rs,,A,A,via-crate,,42,0,via-structural
.github/lint/via-structural/ast-grep/fixtures/reorg/zip_good.rs,,A,A,via-crate,,35,0,via-structural
.github/lint/via-structural/ast-grep/rules/candidate-inscriber-pending-chain.md,,A,A,via-crate,,57,0,via-structural
.github/lint/via-structural/ast-grep/rules/reorg-ordering.yml,,A,A,via-crate,,37,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-avoid-duplicate-export.yml,,A,A,via-crate,,26,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-da-batch-before-proof.yml,,A,A,via-crate,,34,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-reorg-empty-l1-blocks-nonfatal.yml,,A,A,via-crate,,43,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-reorg-height-association-required.yml,,A,A,via-crate,,43,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-workflow-docker-tag-validation.yml,,A,A,via-crate,,28,0,via-structural
.github/lint/via-structural/ast-grep/rules/via-workflow-ref-env-write-validation.yml,,A,A,via-crate,,29,0,via-structural
.github/lint/via-structural/ast-grep/sgconfig.yml,,A,A,via-crate,,47,0,via-structural
.github/pull_request_template.md,,M,B,noise,present,268,14,ci
.github/release-please/config.json,,M,B,noise,present,8,7,ci
.github/release-please/manifest.json,,M,B,noise,present,4,3,ci
.github/scripts/check-via-structural-rules.sh,,A,A,unmarked-addition,gone,231,0,ci
.github/scripts/rate_limit_check.sh,,A,A,unmarked-addition,identical-to-v29,43,0,ci
.github/scripts/validate_issue_templates.py,,A,A,unmarked-addition,gone,417,0,ci
.github/sibling-paths.yml,,A,A,unmarked-addition,gone,14,0,ci
.github/via-areas.yml,,A,A,via-named-embedded,,52,0,ci
.github/via-core-image-builds.md,,A,A,via-named-embedded,,280,0,ci
.github/via-scopes.yml,,A,A,via-named-embedded,,19,0,ci
.github/workflows/build-base.yml.disabled,,A,A,unmarked-addition,gone,159,0,ci
.github/workflows/build-contract-verifier-template.yml.disabled,.github/workflows/build-contract-verifier-template.yml,R053,B,noise,present,0,0,ci
.github/workflows/build-core-template.yml,,M,B,noise,present,275,118,ci
.github/workflows/build-docker-from-tag.yml,,M,B,noise,present,100,63,ci
.github/workflows/build-local-node-docker.yml.disabled,.github/workflows/build-local-node-docker.yml,R090,B,noise,gone,0,0,ci
.github/workflows/build-prover-components.yml,,A,A,unmarked-addition,gone,149,0,ci
.github/workflows/build-prover-fri-gpu-gar-and-circuit-prover-gpu-gar.yml.disabled,,A,A,unmarked-addition,gone,96,0,ci
.github/workflows/build-prover-fri-gpu-gar.yml.disabled,.github/workflows/build-prover-fri-gpu-gar.yml,R062,B,noise,gone,0,0,ci
.github/workflows/build-prover-template.yml,,D,C,deleted-upstream-file,present,0,200,ci
.github/workflows/build-prover-template.yml.disabled,,A,A,unmarked-addition,gone,225,0,ci
.github/workflows/build-runtime-base.yml.disabled,,A,A,unmarked-addition,gone,66,0,ci
.github/workflows/build-snapshots-creator.yml,,A,A,unmarked-addition,gone,78,0,ci
.github/workflows/build-tee-prover-template.yml.disabled,.github/workflows/build-tee-prover-template.yml,R099,B,noise,gone,0,0,ci
.github/workflows/build-via-da-proxy.yml,,A,A,unmarked-addition,gone,78,0,ci
.github/workflows/build-via-ext-node.yml,,A,A,unmarked-addition,gone,84,0,ci
.github/workflows/build-via-indexer.yml,,A,A,unmarked-addition,gone,78,0,ci
.github/workflows/build-via-server.yml,,A,A,unmarked-addition,gone,84,0,ci
.github/workflows/build-via-verifier.yml,,A,A,unmarked-addition,gone,78,0,ci
.github/workflows/build-witness-generator-template.yml,,D,C,deleted-upstream-file,gone,0,172,ci
.github/workflows/build-witness-generator-template.yml.disabled,,A,A,unmarked-addition,gone,138,0,ci
.github/workflows/cargo-license.yaml,,D,C,deleted-upstream-file,present,0,8,ci
.github/workflows/cargo-license.yaml.disabled,,A,A,unmarked-addition,gone,11,0,ci
.github/workflows/check-pr-title.yml,,M,B,noise,present,33,2,ci
.github/workflows/ci-common-reusable.yml.disabled,.github/workflows/ci-common-reusable.yml,R064,B,noise,gone,0,0,ci
.github/workflows/ci-core-lint-reusable.yml,,D,C,deleted-upstream-file,present,0,38,ci
.github/workflows/ci-core-lint-reusable.yml.disabled,,A,A,unmarked-addition,gone,58,0,ci
.github/workflows/ci-core-reusable.yml,,D,C,deleted-upstream-file,present,0,433,ci
.github/workflows/ci-core-reusable.yml.disabled,,A,A,unmarked-addition,gone,470,0,ci
.github/workflows/ci-docs-reusable.yml,,D,C,deleted-upstream-file,present,0,31,ci
.github/workflows/ci-docs-reusable.yml.disabled,,A,A,unmarked-addition,gone,42,0,ci
.github/workflows/ci-prover-e2e.yml.disabled,,A,A,unmarked-addition,gone,127,0,ci
.github/workflows/ci-prover-reusable.yml,,D,C,deleted-upstream-file,present,0,68,ci
.github/workflows/ci-prover-reusable.yml.disabled,,A,A,unmarked-addition,gone,84,0,ci
.github/workflows/ci-zk-toolbox-reusable.yml,,D,C,deleted-upstream-file,gone,0,178,ci
.github/workflows/ci.yml,,M,B,noise,present,101,95,ci
.github/workflows/deploy-core-docs.yml.disabled,,A,A,unmarked-addition,gone,67,0,ci
.github/workflows/deploy-prover-docs.yml.disabled,,A,A,unmarked-addition,gone,67,0,ci
.github/workflows/issue-template-lint.yml,,A,A,unmarked-addition,gone,32,0,ci
.github/workflows/label-extenal-contributions.yml.disabled,.github/workflows/label-extenal-contributions.yml,R100,B,noise,present,0,0,ci
.github/workflows/nodejs-license.yaml.disabled,.github/workflows/nodejs-license.yaml,R100,B,noise,present,0,0,ci
.github/workflows/pr-template-check.yml,,A,A,unmarked-addition,gone,269,0,ci
.github/workflows/protobuf.yaml.disabled,.github/workflows/protobuf.yaml,R094,B,noise,present,0,0,ci
.github/workflows/release-please-cargo-lock.yml,,M,B,noise,gone,15,9,ci
.github/workflows/release-please.yml,,M,B,noise,present,1,8,ci
.github/workflows/release-stable-en.yml,,M,B,noise,present,40,18,ci
.github/workflows/release-test-stage.yml.disabled,.github/workflows/release-test-stage.yml,R094,B,noise,present,0,0,ci
.github/workflows/secrets_scanner.yaml.disabled,.github/workflows/secrets_scanner.yaml,R084,B,noise,present,0,0,ci
.github/workflows/tests-via.yml,,A,A,unmarked-addition,gone,56,0,ci
.github/workflows/via-structural-rules.yml,,A,A,via-named-embedded,,43,0,ci
.github/workflows/vm-perf-comparison.yml,,D,C,deleted-upstream-file,present,0,78,ci
.github/workflows/vm-perf-comparison.yml.disabled,,A,A,unmarked-addition,gone,100,0,ci
.github/workflows/vm-perf-to-prometheus.yml.disabled,.github/workflows/vm-perf-to-prometheus.yml,R056,B,noise,present,0,0,ci
.github/workflows/warm-core-build-cache.yml,,A,A,unmarked-addition,gone,25,0,ci
.github/workflows/zizmor-audit.yml,,A,A,unmarked-addition,gone,105,0,ci
.github/workflows/zk-environment-publish.disabled.yml.disabled,.github/workflows/zk-environment-publish.yml,R084,B,noise,present,0,0,ci
.gitignore,,M,B,noise,present,24,2,.gitignore
.gitmodules,,M,B,wiring,present,8,2,.gitmodules
.prettierignore,,M,B,wiring,present,5,1,.prettierignore
AGENTS.md,,A,A,unmarked-addition,present,217,0,AGENTS.md
CODEOWNERS,,M,B,noise,present,4,4,CODEOWNERS
CONTRIBUTING.md,,M,B,wiring,present,0,8,CONTRIBUTING.md
Cargo.lock,,M,B,generated,moved?:zkstack_cli/Cargo.lock,10575,4858,Cargo.lock
Cargo.toml,,M,B,wiring,moved?:core/node/shared_metrics/Cargo.toml,225,115,Cargo.toml
Makefile,,A,A,unmarked-addition,moved?:docker/Makefile,327,0,Makefile
README.md,,M,B,feature,present,64,36,README.md
SECURITY.md,,M,B,feature,present,2,72,SECURITY.md
bin/ci_localnet_up,,M,B,wiring,present,0,1,bin
bin/prover_checkers/batch_availability_checker,,A,A,unmarked-addition,identical-to-v29,40,0,bin
bin/prover_checkers/batch_l1_status_checker,,A,A,unmarked-addition,identical-to-v29,54,0,bin
bin/prover_checkers/kill_prover,,A,A,unmarked-addition,identical-to-v29,12,0,bin
bin/prover_checkers/prover_jobs_status_checker,,A,A,unmarked-addition,present,42,0,bin
bin/run_loadtest_from_github_actions,,M,B,wiring,present,6,5,bin
bin/run_on_all_chains.sh,,A,A,unmarked-addition,present,41,0,bin
bin/via,,A,A,unmarked-addition,gone,45,0,bin
bin/zk,,M,B,wiring,identical-to-v29,1,0,bin
bin/zkt,,D,C,deleted-upstream-file,gone,0,13,bin
chains/era/ZkStack.yaml,,M,B,wiring,present,1,0,config+docker
contracts,,M,B,submodule-pointer,present,1,1,contracts
core/CHANGELOG.md,,M,B,noise,present,486,0,core
core/bin/block_reverter/src/main.rs,,M,B,feature,present,19,24,block_reverter
core/bin/contract-verifier/Cargo.toml,,M,B,wiring,present,1,4,contract-verifier
core/bin/contract-verifier/src/main.rs,,M,B,feature,present,25,134,contract-verifier
core/bin/custom_genesis_export/.gitignore,,A,A,unmarked-addition,identical-to-v29,1,0,custom_genesis_export
core/bin/custom_genesis_export/Cargo.toml,,A,A,unmarked-addition,present,30,0,custom_genesis_export
core/bin/custom_genesis_export/README.md,,A,A,unmarked-addition,identical-to-v29,60,0,custom_genesis_export
core/bin/custom_genesis_export/src/main.rs,,A,A,unmarked-addition,present,141,0,custom_genesis_export
core/bin/external_node/Cargo.toml,,M,B,wiring,present,2,4,external_node
core/bin/external_node/src/config/mod.rs,,M,B,feature,present,157,62,external_node
core/bin/external_node/src/config/observability.rs,,M,B,wiring,moved?:core/lib/config/src/configs/observability.rs,2,3,external_node
core/bin/external_node/src/config/tests.rs,,M,B,wiring,moved?:core/lib/multivm/src/pubdata_builders/tests.rs,5,1,external_node
core/bin/external_node/src/metrics/framework.rs,,M,B,wiring,present,0,2,external_node
core/bin/external_node/src/node_builder.rs,,M,B,feature,present,81,31,external_node
core/bin/external_node/src/tests/mod.rs,,M,B,feature,present,18,47,external_node
core/bin/external_node/src/tests/utils.rs,,M,B,wiring,present,3,0,external_node
core/bin/genesis_generator/Cargo.toml,,M,B,wiring,present,0,1,genesis_generator
core/bin/genesis_generator/src/main.rs,,M,B,feature,present,5,8,genesis_generator
core/bin/selector_generator/Cargo.toml,,A,A,unmarked-addition,present,21,0,selector_generator
core/bin/selector_generator/README.md,,A,A,unmarked-addition,identical-to-v29,13,0,selector_generator
core/bin/selector_generator/src/app.rs,,A,A,unmarked-addition,identical-to-v29,105,0,selector_generator
core/bin/selector_generator/src/main.rs,,A,A,unmarked-addition,identical-to-v29,33,0,selector_generator
core/bin/selector_generator/src/selectors.rs,,A,A,unmarked-addition,identical-to-v29,118,0,selector_generator
core/bin/snapshots_creator/Cargo.toml,,M,B,wiring,present,1,0,snapshots_creator
core/bin/snapshots_creator/README.md,,M,B,wiring,identical-to-v29,4,5,snapshots_creator
core/bin/snapshots_creator/src/creator.rs,,M,B,feature,present,22,20,snapshots_creator
core/bin/snapshots_creator/src/tests.rs,,M,B,feature,present,78,22,snapshots_creator
core/bin/system-constants-generator/src/main.rs,,M,B,wiring,present,2,2,system-constants-generator
core/bin/system-constants-generator/src/utils.rs,,M,B,feature,present,44,30,system-constants-generator
core/bin/verified_sources_fetcher/README.md,,A,A,unmarked-addition,identical-to-v29,4,0,verified_sources_fetcher
core/bin/via_block_reverter/Cargo.toml,,A,A,via-crate,,28,0,via_block_reverter
core/bin/via_block_reverter/src/main.rs,,A,A,via-crate,,295,0,via_block_reverter
core/bin/via_external_node/Cargo.toml,,A,A,via-crate,,72,0,via_external_node
core/bin/via_external_node/README.md,,A,A,via-crate,,45,0,via_external_node
core/bin/via_external_node/src/config/mod.rs,,A,A,via-crate,,1493,0,via_external_node
core/bin/via_external_node/src/config/observability.rs,,A,A,via-crate,,140,0,via_external_node
core/bin/via_external_node/src/config/tests.rs,,A,A,via-crate,,220,0,via_external_node
core/bin/via_external_node/src/main.rs,,A,A,via-crate,,178,0,via_external_node
core/bin/via_external_node/src/metadata.rs,,A,A,via-crate,,3,0,via_external_node
core/bin/via_external_node/src/metrics/framework.rs,,A,A,via-crate,,86,0,via_external_node
core/bin/via_external_node/src/metrics/mod.rs,,A,A,via-crate,,55,0,via_external_node
core/bin/via_external_node/src/node_builder.rs,,A,A,via-crate,,729,0,via_external_node
core/bin/via_external_node/src/tests/framework.rs,,A,A,via-crate,,167,0,via_external_node
core/bin/via_external_node/src/tests/mod.rs,,A,A,via-crate,,164,0,via_external_node
core/bin/via_external_node/src/tests/utils.rs,,A,A,via-crate,,202,0,via_external_node
core/bin/via_server/Cargo.toml,,A,A,via-crate,,34,0,via_server
core/bin/via_server/src/main.rs,,A,A,via-crate,,166,0,via_server
core/bin/via_server/src/node_builder.rs,,A,A,via-crate,,660,0,via_server
core/bin/zksync_server/Cargo.toml,,M,B,wiring,present,1,2,zksync_server
core/bin/zksync_server/src/config.rs,,M,B,wiring,moved?:core/node/consensus/src/config.rs,3,5,zksync_server
core/bin/zksync_server/src/main.rs,,M,B,feature,present,23,38,zksync_server
core/bin/zksync_server/src/node_builder.rs,,M,B,feature,present,103,83,zksync_server
core/bin/zksync_tee_prover/Cargo.toml,,M,B,wiring,moved?:core/node/shared_metrics/Cargo.toml,3,2,zksync_tee_prover
core/bin/zksync_tee_prover/src/api_client.rs,,M,B,feature,gone,17,19,zksync_tee_prover
core/bin/zksync_tee_prover/src/config.rs,,M,B,feature,moved?:core/node/consensus/src/config.rs,33,12,zksync_tee_prover
core/bin/zksync_tee_prover/src/main.rs,,M,B,feature,moved?:prover/crates/bin/prover_version/src/main.rs,7,13,zksync_tee_prover
core/bin/zksync_tee_prover/src/metrics.rs,,M,B,wiring,moved?:core/node/jemalloc/src/metrics.rs,2,2,zksync_tee_prover
core/bin/zksync_tee_prover/src/tee_prover.rs,,M,B,feature,gone,40,76,zksync_tee_prover
core/lib/AGENTS.md,,A,A,unmarked-addition,moved?:AGENTS.md,7,0,AGENTS.md
core/lib/basic_types/Cargo.toml,,M,B,wiring,present,5,0,basic_types
core/lib/basic_types/src/basic_fri_types.rs,,M,B,feature,present,33,26,basic_types
core/lib/basic_types/src/bytecode.rs,,A,A,unmarked-addition,present,236,0,basic_types
core/lib/basic_types/src/commitment.rs,,M,B,feature,present,23,1,basic_types
core/lib/basic_types/src/conversions.rs,,A,A,unmarked-addition,present,69,0,basic_types
core/lib/basic_types/src/lib.rs,,M,B,feature,present,33,1,basic_types
core/lib/basic_types/src/protocol_version.rs,,M,B,feature,present,41,3,basic_types
core/lib/basic_types/src/prover_dal.rs,,M,B,feature,present,33,8,basic_types
core/lib/basic_types/src/pubdata_da.rs,core/lib/types/src/pubdata_da.rs,R054,B,wiring,moved?:core/lib/basic_types/src/pubdata_da.rs,0,0,basic_types
core/lib/basic_types/src/secrets.rs,,A,A,unmarked-addition,present,54,0,basic_types
core/lib/basic_types/src/serde_wrappers.rs,core/lib/utils/src/serde_wrappers.rs,R097,B,wiring,moved?:core/lib/basic_types/src/serde_wrappers.rs,0,0,basic_types
core/lib/basic_types/src/tee_types.rs,,M,B,feature,present,43,3,basic_types
core/lib/basic_types/src/via_roles.rs,,A,A,via-named-embedded,,7,0,basic_types
core/lib/basic_types/src/vm.rs,,M,B,wiring,present,5,2,basic_types
core/lib/basic_types/src/web3/mod.rs,,M,B,feature,present,44,1,basic_types
core/lib/basic_types/src/web3/tests.rs,,M,B,wiring,identical-to-v29,10,0,basic_types
core/lib/circuit_breaker/Cargo.toml,,M,B,wiring,present,0,3,circuit_breaker
core/lib/config/Cargo.toml,,M,B,wiring,present,6,0,config
core/lib/config/src/configs/api.rs,,M,B,feature,present,28,13,config
core/lib/config/src/configs/chain.rs,,M,B,wiring,present,10,1,config
core/lib/config/src/configs/consensus.rs,,M,B,feature,present,18,2,config
core/lib/config/src/configs/contract_verifier.rs,,M,B,wiring,present,0,7,config
core/lib/config/src/configs/contracts.rs,,M,B,wiring,moved?:zkstack_cli/crates/zkstack/src/commands/dev/commands/contracts.rs,11,0,config
core/lib/config/src/configs/da_client/avail.rs,,A,A,unmarked-addition,present,38,0,config
core/lib/config/src/configs/da_client/celestia.rs,,A,A,unmarked-addition,present,15,0,config
core/lib/config/src/configs/da_client/eigen.rs,,A,A,unmarked-addition,present,13,0,config
core/lib/config/src/configs/da_client/mod.rs,,A,A,unmarked-addition,present,18,0,config
core/lib/config/src/configs/en_config.rs,,M,B,wiring,gone,2,2,config
core/lib/config/src/configs/eth_sender.rs,,M,B,feature,present,23,12,config
core/lib/config/src/configs/experimental.rs,,M,B,feature,present,11,7,config
core/lib/config/src/configs/external_price_api_client.rs,,M,B,feature,present,13,4,config
core/lib/config/src/configs/fri_prover.rs,,M,B,wiring,present,1,1,config
core/lib/config/src/configs/fri_prover_group.rs,,M,B,feature,gone,36,101,config
core/lib/config/src/configs/general.rs,,M,B,wiring,present,7,1,config
core/lib/config/src/configs/genesis.rs,,M,B,feature,present,47,2,config
core/lib/config/src/configs/house_keeper.rs,,M,B,feature,present,0,25,config
core/lib/config/src/configs/mod.rs,,M,B,feature,present,21,2,config
core/lib/config/src/configs/observability.rs,,M,B,wiring,present,4,2,config
core/lib/config/src/configs/proof_data_handler.rs,,M,B,feature,present,58,1,config
core/lib/config/src/configs/prover_job_monitor.rs,,M,B,wiring,present,2,0,config
core/lib/config/src/configs/secrets.rs,,M,B,feature,present,27,1,config
core/lib/config/src/configs/via_bridge.rs,,A,A,via-named-embedded,,21,0,config
core/lib/config/src/configs/via_btc_client.rs,,A,A,via-named-embedded,,50,0,config
core/lib/config/src/configs/via_btc_sender.rs,,A,A,via-named-embedded,,81,0,config
core/lib/config/src/configs/via_btc_watch.rs,,A,A,via-named-embedded,,42,0,config
core/lib/config/src/configs/via_celestia.rs,,A,A,via-named-embedded,,51,0,config
core/lib/config/src/configs/via_consensus.rs,,A,A,via-named-embedded,,20,0,config
core/lib/config/src/configs/via_general.rs,,A,A,via-named-embedded,,124,0,config
core/lib/config/src/configs/via_l1_indexer.rs,,A,A,via-named-embedded,,19,0,config
core/lib/config/src/configs/via_reorg_detector.rs,,A,A,via-named-embedded,,39,0,config
core/lib/config/src/configs/via_secrets.rs,,A,A,via-named-embedded,,91,0,config
core/lib/config/src/configs/via_verifier.rs,,A,A,via-named-embedded,,118,0,config
core/lib/config/src/configs/via_wallets.rs,,A,A,via-named-embedded,,54,0,config
core/lib/config/src/lib.rs,,M,B,wiring,present,5,3,config
core/lib/config/src/testonly.rs,,M,B,feature,moved?:core/lib/vm_executor/src/testonly.rs,91,44,config
core/lib/constants/Cargo.toml,,M,B,wiring,identical-to-v29,0,1,constants
core/lib/constants/src/contracts.rs,,M,B,feature,present,37,1,constants
core/lib/constants/src/lib.rs,,M,B,wiring,identical-to-v29,1,0,constants
core/lib/constants/src/message_root.rs,,A,A,unmarked-addition,present,14,0,constants
core/lib/constants/src/system_logs.rs,,M,B,wiring,present,4,7,constants
core/lib/constants/src/trusted_slots.rs,,M,B,wiring,present,1,2,constants
core/lib/contract_verifier/Cargo.toml,,M,B,wiring,present,11,3,contract_verifier
core/lib/contract_verifier/src/compilers/mod.rs,,A,A,unmarked-addition,present,143,0,contract_verifier
core/lib/contract_verifier/src/compilers/solc.rs,,A,A,unmarked-addition,present,139,0,contract_verifier
core/lib/contract_verifier/src/compilers/vyper.rs,,A,A,unmarked-addition,present,114,0,contract_verifier
core/lib/contract_verifier/src/compilers/zksolc.rs,,A,A,unmarked-addition,present,319,0,contract_verifier
core/lib/contract_verifier/src/compilers/zkvyper.rs,,A,A,unmarked-addition,present,167,0,contract_verifier
core/lib/contract_verifier/src/error.rs,,M,B,feature,present,14,4,contract_verifier
core/lib/contract_verifier/src/lib.rs,,M,B,feature,present,474,368,contract_verifier
core/lib/contract_verifier/src/metrics.rs,,M,B,wiring,present,1,0,contract_verifier
core/lib/contract_verifier/src/resolver/env.rs,,A,A,unmarked-addition,present,132,0,contract_verifier
core/lib/contract_verifier/src/resolver/github/gh_api.rs,,A,A,unmarked-addition,identical-to-v29,243,0,contract_verifier
core/lib/contract_verifier/src/resolver/github/mod.rs,,A,A,unmarked-addition,present,311,0,contract_verifier
core/lib/contract_verifier/src/resolver/mod.rs,,A,A,unmarked-addition,present,278,0,contract_verifier
core/lib/contract_verifier/src/tests/mod.rs,,A,A,unmarked-addition,present,811,0,contract_verifier
core/lib/contract_verifier/src/tests/real.rs,,A,A,unmarked-addition,present,565,0,contract_verifier
core/lib/contract_verifier/src/zksolc_utils.rs,,D,C,deleted-upstream-file,gone,0,250,contract_verifier
core/lib/contract_verifier/src/zkvyper_utils.rs,,D,C,deleted-upstream-file,gone,0,73,contract_verifier
core/lib/contracts/Cargo.toml,,M,B,wiring,present,4,1,contracts
core/lib/contracts/src/lib.rs,,M,B,feature,present,697,87,contracts
core/lib/contracts/src/serde_bytecode.rs,,A,A,unmarked-addition,identical-to-v29,112,0,contracts
core/lib/contracts/src/test_contracts.rs,,D,C,deleted-upstream-file,gone,0,64,contracts
core/lib/crypto_primitives/Cargo.toml,,M,B,wiring,identical-to-v29,0,1,crypto_primitives
core/lib/crypto_primitives/src/packed_eth_signature.rs,,M,B,wiring,identical-to-v29,1,2,crypto_primitives
core/lib/da_client/Cargo.toml,,M,B,wiring,present,0,4,da_client
core/lib/da_client/src/types.rs,,M,B,wiring,present,9,3,da_client
core/lib/dal/.sqlx/query-00c0389f4cde049078885cdf05bdb7dbe0bb23c4fc87a78be2d01b77da2ecbd3.json,,D,C,deleted-upstream-file,gone,0,23,dal
core/lib/dal/.sqlx/query-0124bad591f7ed156000c515cb0772b3002289a05ab23b7dafde2af10c7d88da.json,,A,A,generated,,24,0,dal
core/lib/dal/.sqlx/query-0237d9a26654e7c409785c73c2b16fe37110ebc3fb3981b2626a0bf2edd00e69.json,,A,A,generated,,40,0,dal
core/lib/dal/.sqlx/query-026ab7dd7407f10074a2966b5eac2563a3e061bcc6505d8c295b1b2517f85f1b.json,,D,C,deleted-upstream-file,gone,0,20,dal
core/lib/dal/.sqlx/query-02e503136591f57785f14d59a368d69e55f3537708836215680ddf2204db7c6e.json,,A,A,generated,,22,0,dal
core/lib/dal/.sqlx/query-046590a310cc7bbfa421d0d8e20c3bdae18b88c4c223e374df9a997c271b091b.json,,D,C,deleted-upstream-file,gone,0,38,dal
core/lib/dal/.sqlx/query-05891e039a54b70ac406a63b73b6f5521c888c5bc9050333dd18a88c098b2d12.json,,A,A,generated,,15,0,dal
core/lib/dal/.sqlx/query-05c2a77d9f65d435e2df63a300850e42abbaf365a1b041d0e7a809796ef0fe63.json,,D,C,deleted-upstream-file,gone,0,22,dal
core/lib/dal/.sqlx/query-08740b96c883fce75b6238bb6bdc95254f94dddb4ed84a675c2655421758b049.json,core/lib/dal/.sqlx/query-2b1aa207a058f66265acf2c21b8ed5d8007789c0fc1eab948f6d7339dfb69147.json,R080,B,generated,identical-to-v29,0,0,dal
core/lib/dal/.sqlx/query-0968335792014ed60dea351b97af64f793455e05a2d91cc6c3a9621a2f98da90.json,,A,A,generated,,23,0,dal
core/lib/dal/.sqlx/query-0a0dd4a98128c2ef60d385f5c0674ddd4f2422089604768b19e0b6d948c0cf1b.json,,A,A,generated,,100,0,dal
core/lib/dal/.sqlx/query-0b5d5efeac95d429cf6a5be22153897edf8c868094ad029e2e8fcf286d44fd55.json,,D,C,deleted-upstream-file,gone,0,16,dal
core/lib/dal/.sqlx/query-0bae50601f2dc3ea7ba9ab6b9f508275cef018c7060c49b9f7a387a14f6a5be8.json,core/lib/dal/.sqlx/query-dcfc3c0df11b923116af194a26c122dbdbf650edfec6d9c18f96c3bd0064d18d.json,R080,B,generated,identical-to-v29,0,0,dal
core/lib/dal/.sqlx/query-0d421637db03b83aa33468b7d3424b83027a8e050598b0cd4cfeb75e7fe89fdd.json,,D,C,deleted-upstream-file,gone,0,16,dal
core/lib/dal/.sqlx/query-0fbdf8da9a000c433c5475d57f6ad2574cd1310dff1d1bf06825d5634ba25f04.json,,D,C,deleted-upstream-file,gone,0,30,dal
core/lib/dal/.sqlx/query-0fef49a649d20c9fd263c1dfa40daa9b94d398c635c37746736e98f1f18fcca7.json,,D,C,deleted-upstream-file,gone,0,65,dal
core/lib/dal/.sqlx/query-1074d0a2e4a4afb9a92f3822e133db7a71aca15698bafba051a8d9a91a4dbc76.json,,D,C,deleted-upstream-file,gone,0,112,dal
core/lib/dal/.sqlx/query-10b8981f7aa47ce5d3507571af45f7cef0d50c4938105684971e8adc86bb6366.json,,D,C,deleted-upstream-file,gone,0,23,dal
core/lib/dal/.sqlx/query-110825e736943e4ef68110e8d7af3af3edce16051e8987a27ea207bfe9b65502.json,,A,A,generated,,82,0,dal
core/lib/dal/.sqlx/query-12c062c6a5078ebcbde378126a3773e86be9876cd198610e0792322e2a0797af.json,,A,A,generated,,36,0,dal
core/lib/dal/.sqlx/query-12c639fe438fe1346d155e0e4c1f9b30cd2a4db38a78070bf49c688300dc6a57.json,,A,A,generated,,22,0,dal
core/lib/dal/.sqlx/query-14c0caee921199f799400dbea719ed36420c15081ff5f60da0a1c769c2dbc542.json,,D,C,deleted-upstream-file,gone,0,20,dal
core/lib/dal/.sqlx/query-150d0219cabbabcc9d0e97e3fd94032f3d900b74e62dfdec0c9f61bf2bacb595.json,,A,A,generated,,21,0,dal
core/lib/dal/.sqlx/query-1689c212d411ebd99a22210519ea2d505a1aabf52ff4136d2ed1b39c70dd1632.json,,M,B,generated,identical-to-v29,12,0,dal
core/lib/dal/.sqlx/query-16ea3cd5a006576fa1ab5895212098869d490ea0a96aa9d5b9a22b34ab0f8f47.json,core/lib/dal/.sqlx/query-1ed2d7e5e98b15420a21650809d710ce910d0c9138d85cb55e16459c757dea03.json,R053,B,generated,identical-to-v29,0,0,dal
core/lib/dal/.sqlx/query-1767de83aa4ef34f080da6d30d6154185671d13f3b234ce1f16aaeeab54b2a16.json,,A,A,generated,,16,0,dal
core/lib/dal/.sqlx/query-17c760825deaa18fc8862c950dc38ff77f5a0d5dfcc7c3f1519f882d2fa60634.json,,A,A,generated,,26,0,dal
core/lib/dal/.sqlx/query-180cc8d88563a42423ca1d4b92181f4625ebd593aa4cd2bae79bcc0637387d78.json,,A,A,generated,,22,0,dal
core/lib/dal/.sqlx/query-1823e1ac602ce4ba1db06543af9cb2685cda1ae7ecca83062ede7320c3b4a427.json,,A,A,generated,,15,0,dal
