path,old_path,status,category,subclass,v29_fate,loc_added,loc_deleted,port_unit
core/node/node_framework/src/implementations/layers/l1_gas.rs,,M,B,feature,moved?:core/node/fee_model/src/node/l1_gas.rs,22,6,node_framework
core/node/node_framework/src/implementations/layers/metadata_calculator.rs,,M,B,feature,gone,93,2,node_framework
core/node/node_framework/src/implementations/layers/mod.rs,,M,B,feature,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,25,2,node_framework
core/node/node_framework/src/implementations/layers/node_storage_init/external_node_strategy.rs,,M,B,wiring,moved?:core/node/node_storage_init/src/node/external_node_strategy.rs,5,3,node_framework
core/node/node_framework/src/implementations/layers/pools_layer.rs,,M,B,feature,moved?:core/lib/dal/src/node/pools_layer.rs,39,15,node_framework
core/node/node_framework/src/implementations/layers/postgres.rs,,A,A,unmarked-addition,gone,171,0,node_framework
core/node/node_framework/src/implementations/layers/postgres_metrics.rs,,D,C,deleted-upstream-file,gone,0,75,node_framework
core/node/node_framework/src/implementations/layers/proof_data_handler.rs,,M,B,wiring,moved?:core/lib/config/src/configs/proof_data_handler.rs,7,1,node_framework
core/node/node_framework/src/implementations/layers/query_eth_client.rs,,M,B,feature,moved?:core/lib/web3_decl/src/node/query_eth_client.rs,20,8,node_framework
core/node/node_framework/src/implementations/layers/state_keeper/external_io.rs,,M,B,wiring,moved?:core/node/node_sync/src/external_io.rs,6,0,node_framework
core/node/node_framework/src/implementations/layers/state_keeper/main_batch_executor.rs,,M,B,feature,moved?:core/node/state_keeper/src/node/main_batch_executor.rs,12,5,node_framework
core/node/node_framework/src/implementations/layers/state_keeper/mempool_io.rs,,M,B,wiring,moved?:core/node/state_keeper/src/node/mempool_io.rs,9,1,node_framework
core/node/node_framework/src/implementations/layers/state_keeper/mod.rs,,M,B,feature,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,46,44,node_framework
core/node/node_framework/src/implementations/layers/state_keeper/output_handler.rs,,M,B,feature,moved?:core/node/state_keeper/src/node/output_handler.rs,10,5,node_framework
core/node/node_framework/src/implementations/layers/sync_state_updater.rs,,M,B,wiring,moved?:core/node/node_sync/src/node/sync_state_updater.rs,8,0,node_framework
core/node/node_framework/src/implementations/layers/tee_verifier_input_producer.rs,,D,C,deleted-upstream-file,gone,0,69,node_framework
core/node/node_framework/src/implementations/layers/tree_data_fetcher.rs,,M,B,feature,moved?:core/node/node_sync/src/node/tree_data_fetcher.rs,21,9,node_framework
core/node/node_framework/src/implementations/layers/via_btc_client.rs,,A,A,via-named-embedded,,107,0,node_framework
core/node/node_framework/src/implementations/layers/via_btc_sender/aggregator.rs,,A,A,via-crate,,91,0,via_btc_sender
core/node/node_framework/src/implementations/layers/via_btc_sender/manager.rs,,A,A,via-crate,,93,0,via_btc_sender
core/node/node_framework/src/implementations/layers/via_btc_sender/mod.rs,,A,A,via-crate,,4,0,via_btc_sender
core/node/node_framework/src/implementations/layers/via_btc_sender/vote.rs,,A,A,via-crate,,69,0,via_btc_sender
core/node/node_framework/src/implementations/layers/via_btc_sender/vote_manager.rs,,A,A,via-crate,,93,0,via_btc_sender
core/node/node_framework/src/implementations/layers/via_btc_watch.rs,,A,A,via-named-embedded,,91,0,node_framework
core/node/node_framework/src/implementations/layers/via_consistency_checker.rs,,A,A,via-named-embedded,,91,0,node_framework
core/node/node_framework/src/implementations/layers/via_da_dispatcher.rs,,A,A,via-named-embedded,,98,0,node_framework
core/node/node_framework/src/implementations/layers/via_gas_adjuster.rs,,A,A,via-named-embedded,,110,0,node_framework
core/node/node_framework/src/implementations/layers/via_indexer.rs,,A,A,via-named-embedded,,54,0,node_framework
core/node/node_framework/src/implementations/layers/via_indexer_storage_init.rs,,A,A,via-named-embedded,,60,0,node_framework
core/node/node_framework/src/implementations/layers/via_l1_gas.rs,,A,A,via-named-embedded,,90,0,node_framework
core/node/node_framework/src/implementations/layers/via_l1_indexer.rs,,A,A,via-named-embedded,,79,0,node_framework
core/node/node_framework/src/implementations/layers/via_main_node_fee_params_fetcher.rs,,A,A,via-named-embedded,,70,0,node_framework
core/node/node_framework/src/implementations/layers/via_main_node_reorg_detector.rs,,A,A,via-named-embedded,,71,0,node_framework
core/node/node_framework/src/implementations/layers/via_node_storage_init.rs,,A,A,via-named-embedded,,53,0,node_framework
core/node/node_framework/src/implementations/layers/via_query_eth_client.rs,,A,A,via-named-embedded,,47,0,node_framework
core/node/node_framework/src/implementations/layers/via_state_keeper/main_batch_executor.rs,,A,A,via-crate,,54,0,via_state_keeper
core/node/node_framework/src/implementations/layers/via_state_keeper/mempool_io.rs,,A,A,via-crate,,162,0,via_state_keeper
core/node/node_framework/src/implementations/layers/via_state_keeper/mod.rs,,A,A,via-crate,,169,0,via_state_keeper
core/node/node_framework/src/implementations/layers/via_state_keeper/output_handler.rs,,A,A,via-crate,,149,0,via_state_keeper
core/node/node_framework/src/implementations/layers/via_validate_chain_ids.rs,,A,A,via-named-embedded,,78,0,node_framework
core/node/node_framework/src/implementations/layers/via_verifier/coordinator_api.rs,,A,A,via-crate,,121,0,via_verifier
core/node/node_framework/src/implementations/layers/via_verifier/mod.rs,,A,A,via-crate,,2,0,via_verifier
core/node/node_framework/src/implementations/layers/via_verifier/verifier.rs,,A,A,via-crate,,115,0,via_verifier
core/node/node_framework/src/implementations/layers/via_verifier_block_reverter.rs,,A,A,via-named-embedded,,62,0,node_framework
core/node/node_framework/src/implementations/layers/via_verifier_btc_watch.rs,,A,A,via-named-embedded,,83,0,node_framework
core/node/node_framework/src/implementations/layers/via_verifier_reorg_detector.rs,,A,A,via-named-embedded,,66,0,node_framework
core/node/node_framework/src/implementations/layers/via_verifier_storage_init.rs,,A,A,via-named-embedded,,54,0,node_framework
core/node/node_framework/src/implementations/layers/via_zk_verification.rs,,A,A,via-named-embedded,,93,0,node_framework
core/node/node_framework/src/implementations/layers/vm_runner/bwip.rs,,M,B,wiring,moved?:core/node/vm_runner/src/node/bwip.rs,3,3,node_framework
core/node/node_framework/src/implementations/layers/vm_runner/playground.rs,,M,B,feature,moved?:core/node/vm_runner/src/impls/playground.rs,23,5,node_framework
core/node/node_framework/src/implementations/layers/web3_api/server/bridge_addresses.rs,,A,A,unmarked-addition,moved?:core/lib/eth_client/src/node/bridge_addresses.rs,48,0,node_framework
core/node/node_framework/src/implementations/layers/web3_api/server/mod.rs,core/node/node_framework/src/implementations/layers/web3_api/server.rs,R081,B,wiring,moved?:zkstack_cli/crates/zkstack/src/commands/server.rs,0,0,node_framework
core/node/node_framework/src/implementations/layers/web3_api/server/sealed_l2_block.rs,,A,A,unmarked-addition,moved?:core/node/api_server/src/node/server/sealed_l2_block.rs,50,0,node_framework
core/node/node_framework/src/implementations/layers/web3_api/tx_sender.rs,,M,B,feature,moved?:core/node/api_server/src/node/tx_sender.rs,30,11,node_framework
core/node/node_framework/src/implementations/resources/eth_interface.rs,,M,B,wiring,gone,9,0,node_framework
core/node/node_framework/src/implementations/resources/mod.rs,,M,B,wiring,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,5,0,node_framework
core/node/node_framework/src/implementations/resources/pools.rs,,M,B,feature,gone,32,6,node_framework
core/node/node_framework/src/implementations/resources/state_keeper.rs,,M,B,feature,moved?:core/node/state_keeper/src/node/state_keeper.rs,9,6,node_framework
core/node/node_framework/src/implementations/resources/via_btc_client.rs,,A,A,via-named-embedded,,57,0,node_framework
core/node/node_framework/src/implementations/resources/via_btc_indexer.rs,,A,A,via-named-embedded,,20,0,node_framework
core/node/node_framework/src/implementations/resources/via_gas_adjuster.rs,,A,A,via-named-embedded,,21,0,node_framework
core/node/node_framework/src/implementations/resources/via_state_keeper.rs,,A,A,via-named-embedded,,80,0,node_framework
core/node/node_framework/src/implementations/resources/via_system_wallet.rs,,A,A,via-named-embedded,,20,0,node_framework
core/node/node_framework/src/service/error.rs,,M,B,feature,moved?:core/lib/db_connection/src/error.rs,24,3,node_framework
core/node/node_framework/src/service/mod.rs,,M,B,wiring,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,4,4,node_framework
core/node/node_storage_init/src/external_node/genesis.rs,,M,B,wiring,present,4,0,node_storage_init
core/node/node_storage_init/src/external_node/snapshot_recovery.rs,,M,B,feature,present,72,4,node_storage_init
core/node/node_storage_init/src/main_node/genesis.rs,,M,B,feature,present,24,1,node_storage_init
core/node/node_sync/Cargo.toml,,M,B,wiring,present,6,2,node_sync
core/node/node_sync/src/batch_status_updater/mod.rs,,M,B,feature,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,53,66,node_sync
core/node/node_sync/src/batch_status_updater/tests.rs,,M,B,feature,moved?:core/lib/multivm/src/pubdata_builders/tests.rs,25,20,node_sync
core/node/node_sync/src/client.rs,,M,B,feature,present,4,22,node_sync
core/node/node_sync/src/external_io.rs,,M,B,feature,present,210,53,node_sync
core/node/node_sync/src/fetcher.rs,,M,B,feature,present,14,2,node_sync
core/node/node_sync/src/genesis.rs,,M,B,feature,present,21,8,node_sync
core/node/node_sync/src/lib.rs,,M,B,wiring,present,1,0,node_sync
core/node/node_sync/src/metrics.rs,,M,B,wiring,present,1,4,node_sync
core/node/node_sync/src/sync_action.rs,,M,B,feature,present,13,0,node_sync
core/node/node_sync/src/sync_state.rs,,M,B,feature,moved?:core/lib/shared_resources/src/api/sync_state.rs,41,9,node_sync
core/node/node_sync/src/testonly.rs,,M,B,wiring,present,0,12,node_sync
core/node/node_sync/src/tests.rs,,M,B,feature,present,117,7,node_sync
core/node/node_sync/src/tree_data_fetcher/mod.rs,,M,B,feature,present,14,8,node_sync
core/node/node_sync/src/tree_data_fetcher/provider/mod.rs,,M,B,feature,present,99,14,node_sync
core/node/node_sync/src/tree_data_fetcher/provider/tests.rs,,M,B,feature,present,178,38,node_sync
core/node/node_sync/src/via_validate_chain_ids_task.rs,,A,A,via-named-embedded,,162,0,node_sync
core/node/proof_data_handler/Cargo.toml,,M,B,wiring,present,3,3,proof_data_handler
core/node/proof_data_handler/src/errors.rs,,M,B,feature,present,14,11,proof_data_handler
core/node/proof_data_handler/src/lib.rs,,M,B,feature,present,24,8,proof_data_handler
core/node/proof_data_handler/src/metrics.rs,,M,B,feature,present,22,1,proof_data_handler
core/node/proof_data_handler/src/request_processor.rs,,M,B,feature,gone,48,43,proof_data_handler
core/node/proof_data_handler/src/tee_request_processor.rs,,M,B,feature,gone,158,50,proof_data_handler
core/node/proof_data_handler/src/tests.rs,,M,B,feature,moved?:core/lib/multivm/src/pubdata_builders/tests.rs,57,127,proof_data_handler
core/node/shared_metrics/Cargo.toml,,M,B,wiring,identical-to-v29,1,0,shared_metrics
core/node/shared_metrics/build.rs,,M,B,feature,identical-to-v29,41,12,shared_metrics
core/node/shared_metrics/src/lib.rs,,M,B,wiring,present,1,3,shared_metrics
core/node/shared_metrics/src/metadata.rs,,A,A,unmarked-addition,identical-to-v29,66,0,shared_metrics
core/node/shared_metrics/src/rustc.rs,,D,C,deleted-upstream-file,gone,0,36,shared_metrics
core/node/state_keeper/Cargo.toml,,M,B,wiring,present,5,5,state_keeper
core/node/state_keeper/src/batch_executor/main_executor.rs,,D,C,deleted-upstream-file,gone,0,358,state_keeper
core/node/state_keeper/src/executor/mod.rs,,A,A,unmarked-addition,present,58,0,state_keeper
core/node/state_keeper/src/executor/tests/mod.rs,,A,A,unmarked-addition,present,658,0,state_keeper
core/node/state_keeper/src/executor/tests/read_storage_factory.rs,core/node/state_keeper/src/batch_executor/tests/read_storage_factory.rs,R100,B,wiring,moved?:core/node/state_keeper/src/executor/tests/read_storage_factory.rs,0,0,state_keeper
core/node/state_keeper/src/executor/tests/tester.rs,,A,A,unmarked-addition,present,681,0,state_keeper
core/node/state_keeper/src/health.rs,,A,A,unmarked-addition,identical-to-v29,30,0,state_keeper
core/node/state_keeper/src/io/common/mod.rs,,M,B,wiring,present,3,1,state_keeper
core/node/state_keeper/src/io/common/tests.rs,,M,B,feature,present,30,46,state_keeper
core/node/state_keeper/src/io/mempool.rs,,M,B,feature,present,142,54,state_keeper
core/node/state_keeper/src/io/mod.rs,,M,B,feature,present,19,10,state_keeper
core/node/state_keeper/src/io/persistence.rs,,M,B,feature,present,81,30,state_keeper
core/node/state_keeper/src/io/seal_logic/l2_block_seal_subtasks.rs,,M,B,feature,present,18,14,state_keeper
core/node/state_keeper/src/io/seal_logic/mod.rs,,M,B,feature,present,6,7,state_keeper
core/node/state_keeper/src/io/tests/mod.rs,,M,B,feature,present,408,53,state_keeper
core/node/state_keeper/src/io/tests/tester.rs,,M,B,feature,present,30,9,state_keeper
core/node/state_keeper/src/keeper.rs,,M,B,feature,present,132,153,state_keeper
core/node/state_keeper/src/lib.rs,,M,B,feature,present,3,54,state_keeper
core/node/state_keeper/src/mempool_actor.rs,,M,B,feature,present,56,20,state_keeper
core/node/state_keeper/src/metrics.rs,,M,B,feature,present,1,65,state_keeper
core/node/state_keeper/src/seal_criteria/conditional_sealer.rs,,M,B,wiring,present,8,1,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/gas.rs,,D,C,deleted-upstream-file,moved?:core/lib/multivm/src/versions/vm_boojum_integration/implementation/gas.rs,0,180,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/gas_for_batch_tip.rs,,M,B,wiring,present,4,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/geometry_seal_criteria.rs,,M,B,wiring,present,5,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/l1_l2_txs.rs,,A,A,unmarked-addition,present,104,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/l2_l1_logs.rs,,A,A,unmarked-addition,present,120,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/mod.rs,,M,B,wiring,present,6,4,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/pubdata_bytes.rs,,M,B,wiring,present,4,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/slots.rs,,M,B,wiring,present,3,0,state_keeper
core/node/state_keeper/src/seal_criteria/criteria/tx_encoding_size.rs,,M,B,wiring,present,5,0,state_keeper
core/node/state_keeper/src/seal_criteria/mod.rs,,M,B,feature,present,13,20,state_keeper
core/node/state_keeper/src/state_keeper_storage.rs,,M,B,wiring,present,3,1,state_keeper
core/node/state_keeper/src/testonly/mod.rs,,M,B,feature,present,46,106,state_keeper
core/node/state_keeper/src/testonly/test_batch_executor.rs,,M,B,feature,present,97,104,state_keeper
core/node/state_keeper/src/tests/mod.rs,,M,B,feature,present,31,125,state_keeper
core/node/state_keeper/src/types.rs,,M,B,feature,moved?:core/lib/eth_client/src/types.rs,28,34,state_keeper
core/node/state_keeper/src/updates/l1_batch_updates.rs,,M,B,feature,gone,7,13,state_keeper
core/node/state_keeper/src/updates/l2_block_updates.rs,,M,B,feature,present,28,46,state_keeper
core/node/state_keeper/src/updates/mod.rs,,M,B,feature,present,21,22,state_keeper
core/node/state_keeper/src/utils.rs,,M,B,feature,present,12,81,state_keeper
core/node/tee_verifier_input_producer/README.md,,D,C,deleted-upstream-file,moved?:docs/src/guides/external-node/README.md,0,3,tee_verifier_input_producer
core/node/tee_verifier_input_producer/src/lib.rs,,D,C,deleted-upstream-file,moved?:core/lib/basic_types/src/lib.rs,0,271,tee_verifier_input_producer
core/node/tee_verifier_input_producer/src/metrics.rs,,D,C,deleted-upstream-file,moved?:core/node/jemalloc/src/metrics.rs,0,18,tee_verifier_input_producer
core/node/test_utils/Cargo.toml,,M,B,wiring,identical-to-v29,1,3,test_utils
core/node/test_utils/src/lib.rs,,M,B,feature,present,38,21,test_utils
core/node/via_block_reverter/Cargo.toml,,A,A,via-crate,,30,0,via_block_reverter
core/node/via_block_reverter/README.md,,A,A,via-crate,,3,0,via_block_reverter
core/node/via_block_reverter/src/lib.rs,,A,A,via-crate,,491,0,via_block_reverter
core/node/via_block_reverter/src/tests.rs,,A,A,via-crate,,615,0,via_block_reverter
core/node/via_btc_sender/AGENTS.md,,A,A,via-crate,,11,0,via_btc_sender
core/node/via_btc_sender/Cargo.toml,,A,A,via-crate,,37,0,via_btc_sender
core/node/via_btc_sender/rustfmt.toml,,A,A,via-crate,,7,0,via_btc_sender
core/node/via_btc_sender/src/aggregated_operations.rs,,A,A,via-crate,,39,0,via_btc_sender
core/node/via_btc_sender/src/aggregator.rs,,A,A,via-crate,,343,0,via_btc_sender
core/node/via_btc_sender/src/btc_inscription_aggregator.rs,,A,A,via-crate,,131,0,via_btc_sender
core/node/via_btc_sender/src/btc_inscription_manager.rs,,A,A,via-crate,,317,0,via_btc_sender
core/node/via_btc_sender/src/lib.rs,,A,A,via-crate,,8,0,via_btc_sender
core/node/via_btc_sender/src/metrics.rs,,A,A,via-crate,,147,0,via_btc_sender
core/node/via_btc_sender/src/publish_criterion.rs,,A,A,via-crate,,77,0,via_btc_sender
core/node/via_btc_sender/src/tests/aggregator_test.rs,,A,A,via-crate,,365,0,via_btc_sender
core/node/via_btc_sender/src/tests/btc_inscription_aggregator_test.rs,,A,A,via-crate,,295,0,via_btc_sender
core/node/via_btc_sender/src/tests/btc_inscription_manager_test.rs,,A,A,via-crate,,252,0,via_btc_sender
core/node/via_btc_sender/src/tests/mod.rs,,A,A,via-crate,,6,0,via_btc_sender
core/node/via_btc_sender/src/tests/publish_criterion_test.rs,,A,A,via-crate,,134,0,via_btc_sender
core/node/via_btc_sender/src/tests/utils.rs,,A,A,via-crate,,411,0,via_btc_sender
core/node/via_btc_watch/AGENTS.md,,A,A,via-crate,,11,0,via_btc_watch
core/node/via_btc_watch/Cargo.toml,,A,A,via-crate,,32,0,via_btc_watch
core/node/via_btc_watch/rustfmt.toml,,A,A,via-crate,,7,0,via_btc_watch
core/node/via_btc_watch/src/lib.rs,,A,A,via-crate,,224,0,via_btc_watch
core/node/via_btc_watch/src/message_processors/governance_upgrade.rs,,A,A,via-crate,,179,0,via_btc_watch
core/node/via_btc_watch/src/message_processors/l1_to_l2.rs,,A,A,via-crate,,103,0,via_btc_watch
core/node/via_btc_watch/src/message_processors/mod.rs,,A,A,via-crate,,45,0,via_btc_watch
core/node/via_btc_watch/src/message_processors/system_wallet.rs,,A,A,via-crate,,286,0,via_btc_watch
core/node/via_btc_watch/src/message_processors/votable.rs,,A,A,via-crate,,100,0,via_btc_watch
core/node/via_btc_watch/src/metrics.rs,,A,A,via-crate,,27,0,via_btc_watch
core/node/via_btc_watch/src/test/mod.rs,,A,A,via-crate,,1,0,via_btc_watch
core/node/via_btc_watch/src/test/system_wallets.rs,,A,A,via-crate,,286,0,via_btc_watch
core/node/via_consistency_checker/Cargo.toml,,A,A,via-crate,,41,0,via_consistency_checker
core/node/via_consistency_checker/README.md,,A,A,via-crate,,3,0,via_consistency_checker
core/node/via_consistency_checker/src/lib.rs,,A,A,via-crate,,405,0,via_consistency_checker
core/node/via_da_dispatcher/Cargo.toml,,A,A,via-crate,,33,0,via_da_dispatcher
core/node/via_da_dispatcher/README.md,,A,A,via-crate,,4,0,via_da_dispatcher
core/node/via_da_dispatcher/rustfmt.toml,,A,A,via-crate,,7,0,via_da_dispatcher
core/node/via_da_dispatcher/src/da_dispatcher.rs,,A,A,via-crate,,569,0,via_da_dispatcher
core/node/via_da_dispatcher/src/lib.rs,,A,A,via-crate,,4,0,via_da_dispatcher
core/node/via_da_dispatcher/src/metrics.rs,,A,A,via-crate,,42,0,via_da_dispatcher
core/node/via_fee_model/Cargo.toml,core/node/tee_verifier_input_producer/Cargo.toml,R062,B,wiring,moved?:core/node/shared_metrics/Cargo.toml,0,0,via_fee_model
core/node/via_fee_model/src/l1_gas_price/gas_adjuster/mod.rs,,A,A,via-crate,,210,0,via_fee_model
core/node/via_fee_model/src/l1_gas_price/main_node_fetcher.rs,,A,A,via-crate,,100,0,via_fee_model
core/node/via_fee_model/src/l1_gas_price/mod.rs,,A,A,via-crate,,2,0,via_fee_model
core/node/via_fee_model/src/lib.rs,,A,A,via-crate,,200,0,via_fee_model
core/node/via_fee_model/src/metrics.rs,,A,A,via-crate,,13,0,via_fee_model
core/node/via_main_node_reorg_detector/AGENTS.md,,A,A,via-crate,,11,0,via_main_node_reorg_detector
core/node/via_main_node_reorg_detector/Cargo.toml,core/lib/default_da_clients/Cargo.toml,R055,B,wiring,moved?:core/node/shared_metrics/Cargo.toml,0,0,via_main_node_reorg_detector
core/node/via_main_node_reorg_detector/rustfmt.toml,,A,A,via-crate,,8,0,via_main_node_reorg_detector
core/node/via_main_node_reorg_detector/src/lib.rs,,A,A,via-crate,,301,0,via_main_node_reorg_detector
core/node/via_main_node_reorg_detector/src/metrics.rs,,A,A,via-crate,,22,0,via_main_node_reorg_detector
core/node/via_node_storage_init/Cargo.toml,core/lib/vm_utils/Cargo.toml,R068,B,wiring,moved?:core/node/shared_metrics/Cargo.toml,0,0,via_node_storage_init
core/node/via_node_storage_init/README.md,,A,A,via-crate,,3,0,via_node_storage_init
core/node/via_node_storage_init/src/indexer.rs,,A,A,via-crate,,69,0,via_node_storage_init
core/node/via_node_storage_init/src/lib.rs,,A,A,via-crate,,32,0,via_node_storage_init
core/node/via_node_storage_init/src/wallets.rs,,A,A,via-crate,,78,0,via_node_storage_init
core/node/via_state_keeper/Cargo.toml,,A,A,via-crate,,53,0,via_state_keeper
core/node/via_state_keeper/README.md,,A,A,via-crate,,5,0,via_state_keeper
core/node/via_state_keeper/src/executor/mod.rs,,A,A,via-crate,,58,0,via_state_keeper
core/node/via_state_keeper/src/executor/tests/mod.rs,core/node/state_keeper/src/batch_executor/tests/mod.rs,R081,B,wiring,moved?:core/lib/multivm/src/versions/vm_virtual_blocks/tracers/mod.rs,0,0,via_state_keeper
core/node/via_state_keeper/src/executor/tests/read_storage_factory.rs,,A,A,via-crate,,47,0,via_state_keeper
core/node/via_state_keeper/src/executor/tests/tester.rs,core/node/state_keeper/src/batch_executor/tests/tester.rs,R084,B,wiring,moved?:core/node/eth_sender/src/tester.rs,0,0,via_state_keeper
core/node/via_state_keeper/src/health.rs,,A,A,via-crate,,30,0,via_state_keeper
core/node/via_state_keeper/src/io/common/mod.rs,,A,A,via-crate,,111,0,via_state_keeper
core/node/via_state_keeper/src/io/common/tests.rs,,A,A,via-crate,,547,0,via_state_keeper
core/node/via_state_keeper/src/io/mempool.rs,,A,A,via-crate,,608,0,via_state_keeper
core/node/via_state_keeper/src/io/mod.rs,,A,A,via-crate,,169,0,via_state_keeper
core/node/via_state_keeper/src/io/output_handler.rs,,A,A,via-crate,,112,0,via_state_keeper
core/node/via_state_keeper/src/io/persistence.rs,,A,A,via-crate,,693,0,via_state_keeper
core/node/via_state_keeper/src/io/seal_logic/l2_block_seal_subtasks.rs,,A,A,via-crate,,646,0,via_state_keeper
core/node/via_state_keeper/src/io/seal_logic/mod.rs,,A,A,via-crate,,586,0,via_state_keeper
core/node/via_state_keeper/src/io/tests/mod.rs,,A,A,via-crate,,909,0,via_state_keeper
core/node/via_state_keeper/src/io/tests/tester.rs,,A,A,via-crate,,232,0,via_state_keeper
core/node/via_state_keeper/src/keeper.rs,,A,A,via-crate,,871,0,via_state_keeper
core/node/via_state_keeper/src/lib.rs,,A,A,via-crate,,27,0,via_state_keeper
core/node/via_state_keeper/src/mempool_actor.rs,,A,A,via-crate,,393,0,via_state_keeper
core/node/via_state_keeper/src/metrics.rs,,A,A,via-crate,,475,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/conditional_sealer.rs,,A,A,via-crate,,179,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/gas_for_batch_tip.rs,,A,A,via-crate,,103,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/geometry_seal_criteria.rs,,A,A,via-crate,,234,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/l1_l2_txs.rs,,A,A,via-crate,,104,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/l2_l1_logs.rs,,A,A,via-crate,,120,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/mod.rs,,A,A,via-crate,,14,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/pubdata_bytes.rs,,A,A,via-crate,,153,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/slots.rs,,A,A,via-crate,,76,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/criteria/tx_encoding_size.rs,,A,A,via-crate,,127,0,via_state_keeper
core/node/via_state_keeper/src/seal_criteria/mod.rs,,A,A,via-crate,,344,0,via_state_keeper
core/node/via_state_keeper/src/state_keeper_storage.rs,,A,A,via-crate,,79,0,via_state_keeper
core/node/via_state_keeper/src/testonly/mod.rs,,A,A,via-crate,,121,0,via_state_keeper
core/node/via_state_keeper/src/testonly/test_batch_executor.rs,,A,A,via-crate,,813,0,via_state_keeper
core/node/via_state_keeper/src/tests/mod.rs,,A,A,via-crate,,625,0,via_state_keeper
core/node/via_state_keeper/src/types.rs,,A,A,via-crate,,97,0,via_state_keeper
core/node/via_state_keeper/src/updates/l1_batch_updates.rs,,A,A,via-crate,,88,0,via_state_keeper
core/node/via_state_keeper/src/updates/l2_block_updates.rs,,A,A,via-crate,,229,0,via_state_keeper
core/node/via_state_keeper/src/updates/mod.rs,,A,A,via-crate,,257,0,via_state_keeper
core/node/via_state_keeper/src/utils.rs,,A,A,via-crate,,19,0,via_state_keeper
core/node/vm_runner/Cargo.toml,,M,B,wiring,present,5,5,vm_runner
core/node/vm_runner/src/impls/bwip.rs,,M,B,feature,present,86,59,vm_runner
core/node/vm_runner/src/impls/mod.rs,,M,B,wiring,identical-to-v29,1,1,vm_runner
core/node/vm_runner/src/impls/playground.rs,,M,B,feature,present,175,53,vm_runner
core/node/vm_runner/src/impls/protective_reads.rs,,M,B,feature,present,30,31,vm_runner
core/node/vm_runner/src/io.rs,,M,B,feature,identical-to-v29,47,4,vm_runner
core/node/vm_runner/src/lib.rs,,M,B,wiring,present,2,1,vm_runner
core/node/vm_runner/src/metrics.rs,,M,B,feature,identical-to-v29,25,1,vm_runner
core/node/vm_runner/src/output_handler.rs,,M,B,feature,present,91,70,vm_runner
core/node/vm_runner/src/process.rs,,M,B,feature,present,77,90,vm_runner
core/node/vm_runner/src/storage.rs,,M,B,feature,present,82,27,vm_runner
core/node/vm_runner/src/tests/mod.rs,,M,B,feature,present,46,63,vm_runner
core/node/vm_runner/src/tests/output_handler.rs,,M,B,feature,present,44,37,vm_runner
core/node/vm_runner/src/tests/playground.rs,,M,B,feature,present,88,25,vm_runner
core/node/vm_runner/src/tests/process.rs,,M,B,feature,present,7,13,vm_runner
core/node/vm_runner/src/tests/storage.rs,,M,B,wiring,present,5,5,vm_runner
core/node/vm_runner/src/tests/storage_writer.rs,,M,B,feature,present,94,51,vm_runner
core/tests/loadnext/Cargo.toml,,M,B,wiring,present,2,1,loadnext
core/tests/loadnext/README.md,,M,B,feature,identical-to-v29,18,13,loadnext
core/tests/loadnext/src/account/api_request_executor.rs,,M,B,wiring,identical-to-v29,1,2,loadnext
core/tests/loadnext/src/account/mod.rs,,M,B,feature,identical-to-v29,9,4,loadnext
core/tests/loadnext/src/account/pubsub_executor.rs,,M,B,wiring,identical-to-v29,1,1,loadnext
core/tests/loadnext/src/account/tx_command_executor.rs,,M,B,wiring,present,6,5,loadnext
core/tests/loadnext/src/account_pool.rs,,M,B,wiring,present,6,4,loadnext
core/tests/loadnext/src/config.rs,,M,B,feature,present,5,46,loadnext
core/tests/loadnext/src/constants.rs,,M,B,wiring,present,2,2,loadnext
core/tests/loadnext/src/executor.rs,,M,B,wiring,present,3,3,loadnext
core/tests/loadnext/src/fs_utils.rs,,M,B,feature,present,4,65,loadnext
core/tests/loadnext/src/sdk/ethereum/mod.rs,,M,B,wiring,present,1,0,loadnext
